,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,cash
2008-08-06,175619.4,178315.2,177250.08,177263.36,178391.0,177358.0,174726.2,177250.14,177837.66,83449.1404855
2008-08-07,175082.31,173254.9,170845.36,174865.62,175913.68,174473.04,175823.73,174335.58,174408.12,83238.0322181
2008-08-08,177869.64,178128.72,179027.82,178464.0,177249.85,176959.0,178180.16,177148.95,179445.71,82843.8017776
2008-08-11,179274.12,177379.02,181512.5,178963.2,178778.45,178040.03,180075.28,178342.56,181245.591,84367.1137656
2008-08-12,177706.78,177345.18,174001.08,177781.75,179045.24,179371.25,176326.26,178308.43,176853.6,84703.7790292
2008-08-13,180544.5,181586.75,175159.13,178219.31,176043.84,176424.34,177856.77,176125.95,176126.31,83606.8869838
2008-08-14,176601.6,176968.1,179475.12,178218.53,178279.11,178351.18,176857.66,178254.9,179645.2,83766.3391254
2008-08-15,179096.36,178347.61,178790.9,178592.04,179006.1,178538.4,178569.84,178578.816,178713.6,84317.1854901
2008-08-18,175508.7,174958.74,175200.31,176340.96,176792.32,177366.0,178042.9,177489.0,176563.4,84456.8793191
2008-08-19,175964.54,180166.56,173766.06,174456.01,173941.58,174540.75,175841.12,174774.95,173785.78,83093.5626696
2008-08-20,177257.82,176967.65,179939.2,176545.61,175379.624,176018.0,175302.67,175032.75,175635.6,82701.652825
2008-08-21,176646.05,178993.8,176472.24,176521.2,176508.57,176654.4,176783.25,177192.96,177090.95,83438.4397469
2008-08-22,177895.7,176303.6,179324.6,179242.14,179209.84,179190.693,177649.68,178560.09,179606.28,84340.2600491
2008-08-25,174098.73,173919.92,175191.03,175908.46,175160.81,175595.51,176548.98,176094.16,175719.03,83942.3923241
2008-08-26,177254.28,176015.7,175492.8,176458.14,175521.36,175812.5,175976.46,175516.12,176583.24,83299.9114879
2008-08-27,176960.0,175807.26,179975.25,177890.58,177769.68,177403.68,176694.42,177265.68,177826.0,83635.2405773
2008-08-28,179327.2,176324.12,183888.24,180225.64,179014.2,179933.47,179212.8,179508.38,181342.06,84594.9215494
2008-08-29,177640.33,177259.29,179577.27,177227.04,177338.85,177423.4,176473.7,177300.09,178603.04,84806.3847502
2008-09-02,176961.0,177724.0,177963.64,175181.77,174599.68,178017.06,176324.2,176125.44,176788.3,85022.9531602
2008-09-03,174321.21,174860.97,179980.85,175553.85,175055.76,176693.88,175116.84,177626.4,177619.32,83674.4182533
2008-09-04,169680.24,171281.16,168770.238,171363.84,171237.3,173214.38,173085.12,171874.91,171317.18,82871.0329555
2008-09-05,172805.56,171256.8,177563.98,171634.8,170689.84,171874.08,169879.84,170634.24,172202.36,80904.1828374
2008-09-08,172816.58,171921.42,176495.76,174608.82,175659.2,176186.72,176551.95,175833.84,176767.56,82816.7495378
2008-09-09,170730.21,167698.35,163656.36,168962.56,170159.5,172638.57,171002.16,170439.52,168264.0,82659.3594062
2008-09-10,170564.76,172186.88,170448.15,170450.28,169920.4,170731.26,170493.96,169962.71,170508.75,80898.1841069
2008-09-11,175270.53,175283.2,177097.52,173312.14,172113.48,171345.6,172667.44,171002.1,172538.52,79996.0884953
2008-09-12,176860.0,174650.4,174412.4,174165.84,175257.1,172888.65,173905.5,172827.12,173693.5,81514.8418061
2008-09-15,165981.0,165889.5,160064.16,169265.8,167101.32,169280.0,168640.56,169244.48,167791.2,80318.8679163
2008-09-16,171612.52,177226.56,176541.36,168033.1,167255.55,165455.73,165493.02,164857.2,167052.04,77600.8835257
2008-09-17,163411.71,163765.5,157552.92,163201.5,160401.57,162704.43,160380.0,162180.0,161034.88,79195.9537614
2008-09-18,164603.4,162911.85,173436.55,168210.54,167668.51,165080.5,165692.07,166314.12,169305.44,78247.3036675
2008-09-19,174736.65,177700.0,174262.0,170587.44,171638.99,170735.6,172856.6,171766.11,170098.5,81553.4977021
2008-09-22,166468.95,169833.15,164456.6,168032.86,165933.9,168143.87,168912.72,168122.7,164956.16,81078.1901724
2008-09-23,163948.68,162572.6,164931.39,164522.28,164404.8,164982.6,165694.08,166221.0,164248.56,79731.2103372
2008-09-24,163441.4,163091.88,163578.24,163424.31,165465.85,165777.36,166732.6,165574.08,164036.4,78022.2923433
2008-09-25,166550.58,168277.35,167741.28,168408.12,167826.0,166808.72,167149.9,166151.58,166520.4,78925.347881
2008-09-26,165087.22,165823.5,173091.52,168331.24,167288.7,166389.96,166131.48,166496.26,168246.0,78268.2186099
2008-09-29,155265.28,156282.75,153814.74,157364.22,154748.2,158400.32,158369.85,156982.85,155245.7,76611.5064772
2008-09-30,159852.0,161069.75,166782.0,161056.98,160716.6,158142.14,158233.348,159923.4,160862.82,74169.9424559
2008-10-01,159935.6,160852.23,165644.6,159434.191,158616.3,161184.4,162027.25,160515.96,160412.12,75494.5259058
2008-10-02,154319.55,153151.59,153258.56,154033.22,154792.4,155339.55,154922.82,155044.89,153208.56,74461.3099676
2008-10-03,151514.88,150098.0,146851.182,151853.8,153165.36,155074.85,154320.39,154393.8,151625.85,74327.0902923
2008-10-06,149102.8,152179.6,149547.12,150437.02,146490.84,144909.6,142414.65,143615.04,146575.0,69827.9901905
2008-10-07,136990.5,135638.58,136414.7,139686.9,139186.8,141810.09,139790.3,140699.0,139570.4,69784.3493168
2008-10-08,139779.15,138664.71,134498.7,138097.04,136351.49,138294.66,137535.165,138045.18,136607.04,67136.3779565
2008-10-09,127468.16,122589.8,124407.76,130413.72,132338.4,130161.6,131551.2,130711.2,129283.22,65604.2920157
2008-10-10,125892.03,121666.02,131468.31,129034.4,125276.1,128653.03,127163.5,127624.8,129847.5,59448.9514041
2008-10-13,141289.78,148787.1,141570.8,138784.1,140687.55,136985.42,142355.79,139485.0,138826.32,62181.823279
2008-10-14,138188.61,139461.0,142307.88,138827.57,138276.36,140203.77,137241.93,140026.32,137819.52,67510.3170881
2008-10-15,125913.96,120210.48,125860.8,127268.82,127136.81,128155.24,129703.0,127096.32,125907.85,63744.0589504
2008-10-16,129714.65,133861.13,132328.04,132532.75,132380.64,132167.0,131197.95,131325.52,131582.44,60606.433182
2008-10-17,131045.2,133977.81,128158.38,130264.05,131291.15,131402.2,134206.12,130152.0,135054.0,62234.6112229
2008-10-20,139122.5,140375.52,136526.1,136098.52,137697.35,136836.86,142729.44,137963.7,136798.48,63879.8184674
2008-10-21,132644.16,135798.08,134597.12,134140.29,131608.96,134511.2,134174.82,134379.96,131555.16,64570.0551733
2008-10-22,125745.76,123894.68,124468.5,126163.83,126713.16,128753.66,125971.27,128094.2,126622.8,60967.7998439
2008-10-23,125050.12,130833.56,126395.85,126879.55,127199.0,128416.68,129015.34,127836.94,127946.52,59664.4384764
2008-10-24,121729.5,124852.8,122323.2,122290.41,123055.26,123093.25,123285.36,123376.68,122923.53,58329.1159903
2008-10-27,115536.9,116544.06,117106.2,120426.6,120996.99,120481.76,119812.16,120219.46,119138.65,58142.8403634
2008-10-28,131383.82,130579.46,135645.62,130642.6,131989.2,130220.2,132946.8,128489.76,128781.0,58033.1558586
2008-10-29,132514.36,129314.7,129441.24,130664.96,129667.23,128778.96,127953.73,128655.52,133335.28,61663.2372642
2008-10-30,133458.33,137600.32,133166.32,134480.5,133253.46,134069.65,135053.6,134285.151,133076.16,63522.9612813
2008-10-31,136864.0,137363.896,139661.29,136671.2,135216.64,134428.02,132388.21,135552.49,137908.76,63444.5526868
2008-11-03,134312.0,134343.44,137081.12,135144.9,135347.85,135001.08,137487.24,136418.61,134098.56,64517.1642466
2008-11-04,141306.43,142044.18,142658.82,141678.8,141207.43,139411.56,139360.5,138922.08,142216.0,65245.0744988
2008-11-05,134669.04,134957.985,128803.29,133746.8,133236.39,135670.78,135288.44,134663.96,133164.0,65645.5454708
2008-11-06,128217.12,128099.7,123622.4,126022.68,126961.52,128293.1,128427.0,129415.6,127655.92,62372.1807214
2008-11-07,131461.55,131966.78,132926.4,130326.27,130489.92,130659.0,132833.26,130934.22,131472.0,61145.4264258
2008-11-10,129329.43,129230.67,127561.46,129897.33,129793.712,131889.84,128329.23,131126.24,129364.73,63119.1623416
2008-11-11,126428.85,126795.82,126228.25,127338.48,126595.14,126362.56,129035.16,126949.35,127344.8,59579.8086166
2008-11-12,120341.7,117876.0,117875.8,121316.66,120941.58,122945.2,123961.6,122195.2,119388.51,59117.3261167
2008-11-13,131320.84,134269.39,129513.78,129440.26,130321.44,126267.96,127269.28,127413.45,130583.31,57221.1380797
2008-11-14,121538.4,125021.7,121958.1,123784.96,123598.104,124119.82,127086.0,123273.9,121966.35,60424.512471
2008-11-17,120141.6,119399.5,117823.92,121795.96,121005.51,122529.22,123051.75,121245.32,119823.36,58184.4289576
2008-11-18,120695.35,123565.26,120673.28,121538.04,121739.85,123094.62,120750.5,122311.0,120380.22,57296.336028
2008-11-19,113443.55,115413.6,111848.64,113990.85,114525.09,116445.79,116579.87,115601.671,113416.95,57266.0436359
2008-11-20,107348.88,102822.3,107342.04,110229.44,107894.2,108590.44,107899.28,107111.85,107895.37,52967.4853775
2008-11-21,113299.2,117479.44,113684.0,114263.76,113161.83,113465.73,115770.32,113184.0,114175.35,51061.1872941
2008-11-24,119103.83,121410.0,127304.24,119472.12,119801.227,118579.23,117685.2,117172.2,122736.28,55039.9635714
2008-11-25,123742.22,123830.01,122806.5,122078.0,121394.49,120785.96,121445.76,121712.1,122570.64,58184.1212879
2008-11-26,127529.92,129026.22,130206.62,126424.4,125769.34,123766.2,123056.7,123765.75,127946.52,57310.9935233
2008-11-28,128171.13,127334.9,128955.78,127736.21,126713.6,126523.26,126871.5,126848.44,127796.13,59643.7145514
2008-12-01,117863.14,116144.05,108968.0,117937.5,117582.66,118702.8,118017.0,118463.5,116400.0,57643.3763593
2008-12-02,121561.23,119267.68,127335.6,121185.76,121414.12,120102.42,118684.8,120790.54,122093.52,55782.8432515
2008-12-03,123417.7,123138.44,128878.44,124341.2,124372.71,121233.2,122321.18,122707.7,126254.1,56019.6005123
2008-12-04,120865.36,116305.02,121375.24,121240.6,120032.33,121727.05,119412.3,122215.55,121266.42,58914.4523549
2008-12-05,125359.86,125070.09,129571.74,124057.66,124290.0,122827.77,123294.96,123708.09,125626.92,55757.8172131
2008-12-08,129870.8,128425.38,130953.6,129352.3,130592.6,127281.76,127483.02,126746.0,129610.69,60494.666677
2008-12-09,127942.52,127760.64,125572.37,127101.6,127610.1,126084.6,126027.0,125394.54,125537.21,60486.8973677
2008-12-10,128050.62,130389.0,128029.44,128177.28,126577.0,127762.11,127814.25,127551.96,130167.8,60368.7012628
2008-12-11,121924.76,124751.25,121286.52,124073.84,125093.55,127220.55,125996.16,126753.0,124996.575,60586.8834917
2008-12-12,125596.68,125394.21,127057.24,125167.98,125765.52,125511.36,126015.93,125472.45,123852.64,58570.9229337
2008-12-15,123563.52,122077.8,124110.45,124305.8,125061.48,125820.25,123899.75,124797.2,123978.72,59209.2286441
2008-12-16,130529.49,129025.56,136507.8,131744.51,129972.7,127669.36,128139.37,129238.98,130527.36,59501.8977414
2008-12-17,129005.84,128435.09,129665.02,129958.2,129555.18,128654.73,127186.74,129085.6,130343.22,61214.3022832
2008-12-18,125410.6,124686.0,124421.6,126356.07,126429.98,127571.62,129078.3,128064.72,126785.87,61165.4415461
2008-12-19,125253.84,124565.25,126285.25,126311.4,125807.84,124738.68,125120.43,125851.32,125281.8,60015.98608
2008-12-22,122198.43,121558.58,120576.33,124344.44,123623.7,124974.14,124463.4,123931.5,123387.6,59107.927061
2008-12-23,121134.67,121676.1,121694.22,122478.32,121805.82,122485.56,123137.126,122460.03,121740.64,58737.483687
2008-12-24,122221.68,123102.34,124703.08,122785.08,122379.75,122545.92,122475.42,122468.45,122434.8,57848.1364832
2008-12-26,124776.99,124031.4,123171.68,123801.48,123337.17,123246.2,122583.0,123356.2,123670.0,58407.9770258
2008-12-29,123113.5,123124.47,122371.7,122378.75,122643.234,123314.16,123904.0,122860.75,122571.18,58361.9872419
2008-12-30,126291.2,127109.03,127894.9,126562.58,125547.12,124535.52,124408.74,125009.64,127168.19,58563.3883287
2008-12-31,128708.4,129107.8,131452.23,128925.68,128226.61,128235.36,128825.7,128306.53,129201.53,60693.9045041
2009-01-02,133517.484,133652.88,133009.66,134001.32,133676.4,130806.63,131169.65,132036.66,134257.5,61003.1898329
2009-01-05,133953.6,133122.88,131889.1,133058.16,133322.16,132053.07,131940.0,132742.52,133625.43,62305.6067735
2009-01-06,135401.84,131960.795,133887.6,134832.6,135205.4,132491.4,131986.8,132629.53,133952.28,63867.964814
2009-01-07,129669.99,129066.34,127951.08,129223.6,130709.62,131377.11,131732.8,131163.48,130441.64,62604.7744211
2009-01-08,130743.0,131312.8,129072.35,131100.0,131206.8,129992.8,129961.8,130861.55,131660.48,61195.2561234
2009-01-09,127716.48,126823.49,126175.68,128696.76,128194.2,128398.08,128475.44,128939.59,127753.74,60877.9166995
2009-01-12,125077.5,124614.63,121795.02,125348.85,125118.07,126431.0,126759.0,125527.6,124701.59,60124.0414873
2009-01-13,125199.21,125541.36,128102.04,123351.99,124352.95,125843.4,124006.3,125568.72,122898.6,59420.1253616
2009-01-14,120627.52,120184.08,120938.52,121063.19,120641.36,121508.88,122795.64,121543.44,121480.0,57779.3310949
2009-01-15,124355.94,122489.01,119759.64,122101.76,122156.1,120332.62,121607.68,120802.0,123277.94,56615.4171006
2009-01-16,122072.16,122050.42,119577.04,123018.75,122358.6,123877.21,122420.4,123066.53,123305.51,58409.6332195
2009-01-20,116179.53,116635.68,109779.3,117308.36,116321.36,118020.02,118251.3,116993.65,115932.81,56610.9180696
2009-01-21,121429.35,122743.11,128001.5,119992.55,120800.48,118713.11,118626.17,119773.64,119820.0,56141.6528551
2009-01-22,118205.157,118831.14,117310.23,120962.49,119195.13,120150.04,118814.64,119759.36,119683.62,56417.2611899
2009-01-23,120689.28,122377.05,123138.0,116744.16,119983.14,118500.25,119609.68,119270.25,119672.28,55805.4498635
2009-01-26,118581.18,120379.6,116811.76,121308.23,121403.12,121483.84,122406.3,120900.0,120822.72,57587.561055
2009-01-27,121358.982,122112.0,122957.7,121871.89,121834.68,120877.54,121952.0,122144.12,120286.32,57491.5494813
2009-01-28,124558.12,127054.74,129433.44,124899.57,126415.44,124416.0,124093.26,124476.6,126009.54,58941.7321651
2009-01-29,122620.48,121654.86,120428.1,122285.08,121897.44,121592.58,122082.03,122701.25,121316.44,58395.3230634
2009-01-30,119199.6,118725.48,118644.8,119459.4,119054.98,119283.45,118005.47,120179.4,118668.4,57345.3777294
2009-02-02,117350.5,118374.75,120647.75,118449.3,119156.4,118100.88,119303.28,118390.2,118061.58,55616.2035451
2009-02-03,119793.6,120384.11,115565.94,120478.5,121440.38,121368.73,119954.2,121345.48,122422.82,56299.2530604
2009-02-04,119346.5,120825.95,117486.65,119676.2,119063.88,119693.89,121811.25,119749.5,119178.84,57697.2755618
2009-02-05,122586.48,122831.5,125088.6,121832.02,121968.26,120375.18,119799.15,120060.24,121288.2,56012.4157699
2009-02-06,124416.45,126174.0,127684.2,123955.28,124507.44,124085.2,124711.8,123483.8,124403.4,58570.2863221
2009-02-09,123964.2,123355.4,124830.03,126517.4,125208.24,124623.39,125167.764,125745.33,125444.1,59120.9647296
2009-02-10,118066.82,117592.56,112802.64,118671.35,119347.2,122026.68,122073.6,121451.4,119500.92,58833.2342974
2009-02-11,118360.55,118072.72,121681.7,119566.13,120198.9,120586.9,121211.87,121204.25,119595.84,57126.5724691
2009-02-12,121612.16,120783.99,120676.4,119965.32,120496.32,119661.6,118778.75,120186.47,120572.39,55456.4046542
2009-02-13,118776.32,119513.2,117792.2,118765.26,118872.72,119145.6,118771.68,118993.0,119048.31,56716.9579909
2009-02-17,113595.58,112316.68,110773.36,114245.88,113927.37,114484.224,114208.33,114922.5,114333.66,54160.3561858
2009-02-18,113600.4,113326.29,112304.66,113466.36,113096.56,113592.48,112773.87,113524.6,113171.04,53553.3170564
2009-02-19,111362.79,112855.68,108334.72,111245.0,111711.74,113884.7,113414.4,113325.12,112158.0,54187.9491577
2009-02-20,112045.55,110034.89,114052.05,110613.15,111138.3,110014.5,109379.1,110480.24,110946.32,52413.5577067
2009-02-23,105201.25,104863.95,104176.8,106937.82,107921.76,108528.475,108288.0,109386.56,107874.27,52664.6128615
2009-02-24,111272.0,111148.37,119890.98,111634.49,110573.37,109357.22,109556.14,108788.1,111316.14,50919.0794044
2009-02-25,109141.89,110265.47,114424.0,109632.45,110945.36,109395.168,109348.8,109087.28,110127.24,51909.9845425
2009-02-26,109304.05,109337.1,107952.68,108644.4,109827.14,109093.275,108872.76,106837.64,108423.95,53092.5361455
2009-02-27,106257.01,107293.12,103663.42,106718.04,107129.19,107751.05,108827.55,105133.84,107361.06,50839.7653037
2009-03-02,99928.16,99798.16,101371.44,101053.12,102077.01,102981.9,102686.57,102194.82,102291.06,49535.0362298
2009-03-03,101289.23,101471.36,100079.24,101632.8,101434.8,100973.6,98860.4,100445.04,100995.24,48341.3293548
2009-03-04,102742.0,102623.4,100706.34,103796.84,103047.0,103784.94,103406.16,104250.83,103722.15,48492.4596568
2009-03-05,99152.97,98534.16,95580.66,98668.14,98749.35,99641.88,100607.04,99943.92,98280.0,48104.0843839
2009-03-06,98949.64,98180.55,95841.46,99217.16,99617.37,100572.78,98812.59,100625.11,99613.0,47319.2298681
2009-03-09,98497.89,97538.6,100126.8,98188.2,96526.44,98123.85,98140.46,98807.2,97632.15,46901.5357047
2009-03-10,102535.67,102854.08,108216.69,104400.48,104630.2,102215.35,101713.56,102763.11,104407.35,48184.6480373
2009-03-11,105611.34,103550.72,104865.4,103773.8,105879.69,104562.78,104510.8,102394.5,104369.46,50044.0975399
2009-03-12,107762.94,107808.7,113284.38,108267.2,107809.28,106891.76,106362.52,108787.52,108924.48,49559.4067838
2009-03-13,109466.4,108024.5,108257.06,108185.68,109045.23,110160.45,109360.6,111186.6,108825.48,51655.6910534
2009-03-16,110591.4,111779.99,105297.39,109861.8,109401.45,110392.56,110704.64,108248.04,108205.5,52463.3266093
2009-03-17,111764.92,113482.8,115739.76,112618.33,112587.97,111267.66,111948.48,110889.63,112739.25,51783.3622698
2009-03-18,115829.15,114973.2,123410.41,115342.14,113143.5,112145.6,115939.44,111787.62,115213.32,52900.6530044
2009-03-19,115125.54,114358.71,109289.88,114136.88,115077.12,114296.0,116609.58,113972.59,114201.92,54354.089937
2009-03-20,110795.52,109032.48,110823.7,109904.8,110637.32,112187.6,111724.06,112499.0,110815.0,53567.2257492
2009-03-23,118451.2,118431.04,124111.8,119051.73,118200.6,116871.16,116493.35,117259.2,120192.72,54090.4856959
2009-03-24,118491.36,117261.0,111856.64,117671.03,116663.15,116787.05,117287.76,115921.0,116306.4,55852.8823297
2009-03-25,116953.23,117806.4,118110.75,116811.6,117369.0,118258.4,117611.83,118316.02,116997.86,56358.4074173
2009-03-26,120650.25,117691.44,120752.1,121823.78,120515.01,119506.86,120756.24,119975.85,120874.44,56128.1825496
2009-03-27,117579.6,118023.38,117376.2,117860.67,118198.08,118173.6,118335.84,118194.5,117859.28,56004.2736945
2009-03-30,114617.28,114190.4,110429.94,113865.96,114418.245,113784.214,114088.64,115266.06,114894.0,54331.1192409
2009-03-31,115490.1,113696.76,118666.37,115157.8,114478.98,114099.92,114745.05,113881.0,115384.44,54040.7825788
2009-04-01,118923.36,117982.56,118049.256,118413.12,118437.93,117473.88,115065.51,117660.76,118817.16,54703.2601223
2009-04-02,122204.98,120722.75,118646.64,122251.95,121465.34,121304.1,121310.64,120843.9,123071.3,57429.140316
2009-04-03,123506.7,121866.47,126890.55,122109.6,122614.17,121287.48,121068.48,120838.4,123107.5,57150.6767584
2009-04-06,122557.96,120884.92,121124.64,123701.82,122394.96,121398.6,120000.15,120109.3,120652.3,57328.466126
2009-04-07,117732.12,118814.41,118408.7,118043.58,118392.39,118434.56,119541.58,119416.95,117910.98,56481.404098
2009-04-08,120712.79,122289.72,119631.204,119267.2,119264.4,119584.86,120495.54,119576.6,120610.04,56517.9099491
2009-04-09,124152.84,123486.05,132084.96,124144.91,123660.64,124050.94,122388.19,122810.22,124522.35,58680.0882001
2009-04-13,126324.0,125874.1,129547.06,125664.13,123648.5,123047.34,123323.89,123249.6,124545.3,58362.6939417
2009-04-14,122236.16,124186.52,116727.3,122573.44,122734.8,123805.24,123881.71,123694.15,123351.08,58594.3204255
2009-04-15,125265.84,123525.0,129223.14,123530.4,123758.96,123548.64,123440.45,123174.48,123617.97,58084.8681233
2009-04-16,126114.75,126111.75,125700.24,127628.16,126225.0,126437.35,124984.5,124752.06,127015.56,58904.2846692
2009-04-17,127127.59,126389.12,129131.53,126610.25,126229.32,126015.75,126469.0,126868.5,127046.712,59644.2973826
2009-04-20,122121.09,122048.36,116396.28,122512.78,122600.66,121893.75,123037.5,121509.99,122209.5,58690.6114191
2009-04-21,124167.708,125248.17,132054.8,124020.0,122467.59,122357.15,121684.06,122123.2,123468.08,57623.8971641
2009-04-22,124156.8,123784.24,120862.72,124359.2,122951.36,123170.95,123970.0,122940.76,124432.8,58586.7412463
2009-04-23,123315.36,124426.62,128115.963,125473.86,124649.68,123115.15,123731.44,124996.25,123643.04,58064.5529453
2009-04-24,127659.24,125945.2,128340.06,126940.24,127464.48,125336.64,126496.5,125378.4,126752.16,59792.9312557
2009-04-27,125087.62,126200.64,123531.23,125025.06,125340.8,126254.31,126370.3,125764.38,125292.72,59627.626197
2009-04-28,124720.7,125616.9,124956.64,124421.22,125522.12,125144.25,125587.0,124727.04,124695.0,59224.78206
2009-04-29,127043.28,128020.93,128756.95,127382.46,126825.3,127826.1,127703.52,127916.72,126541.73,60075.7796519
2009-04-30,129273.12,126598.68,125942.74,127071.49,127630.08,129850.95,128037.2,128221.85,127278.72,61353.42506
2009-05-01,128186.86,130890.63,125339.2,128912.57,129504.9,129051.0,130637.52,128477.1,127727.4,60774.5713952
2009-05-04,133448.52,132525.76,139856.79,133087.5,132173.26,131969.64,133159.95,132878.85,132045.74,61927.2902607
2009-05-05,132776.28,132862.6,132062.7,133113.42,133143.78,131430.75,133409.55,133080.84,132843.06,62893.5547387
2009-05-06,132888.0,136096.05,138365.76,135196.95,134581.35,134086.4,134134.4,134175.06,134677.44,63422.0781985
2009-05-07,131622.14,131422.664,128517.35,132714.512,133846.26,134565.28,135485.1,136814.67,132127.5,64197.6138166
2009-05-08,136508.17,137196.15,141505.8,136606.64,134970.5,135519.0,135080.4,134689.16,135261.0,64029.1171695
2009-05-11,134768.42,133895.64,130401.25,133601.16,135007.71,134494.63,133382.76,133610.4,134490.5,63419.4817594
2009-05-12,134224.01,134340.48,133053.03,132892.16,133345.8,133757.84,134059.24,134218.26,132629.31,63153.2240778
2009-05-13,128927.04,130389.63,128571.24,130078.04,129814.82,131005.92,128978.67,129820.05,130696.5,62071.5291771
2009-05-14,131684.24,132096.44,134504.04,130608.89,130563.84,129553.65,129462.12,129231.9,130250.89,61658.2983493
2009-05-15,129798.49,129593.98,129097.98,129715.87,129737.7,129902.24,130165.2,129584.56,128987.1,61781.5049028
2009-05-18,133869.01,132198.48,136222.5,133455.66,132860.53,133142.28,131257.66,132987.75,133968.63,62031.6938441
2009-05-19,133758.86,133881.7,131610.78,133323.92,133960.9,133097.88,134319.28,132334.0,133783.92,62971.5875076
2009-05-20,131760.0,132129.23,129159.03,132393.24,133110.8,134364.06,133358.4,134838.18,131320.12,64108.6896127
2009-05-21,130994.64,130297.86,131713.116,130418.64,130002.33,130689.6,130508.28,130191.04,129442.04,62002.4499553
2009-05-22,130812.0,130014.72,129734.4,130508.73,131086.5,130689.18,130440.32,130710.91,131566.5,61747.0825358
2009-05-26,134176.83,134885.8,134875.65,134422.99,133503.03,132265.08,134215.27,133016.82,133844.21,61964.0434997
2009-05-27,130135.67,130667.28,128389.2,130565.23,131878.42,131501.1,132830.04,132436.25,130210.8,63455.7240084
2009-05-28,132937.98,134538.25,134648.04,132858.0,132853.14,132533.1,132906.24,131648.2,131776.0,62310.6704318
2009-05-29,136017.28,133902.28,136638.72,135846.64,134422.4,134280.3,135027.88,135425.9,134788.5,63140.2615917
2009-06-01,138206.28,138796.29,136551.4,140240.25,139363.9,138980.08,139867.68,137612.85,139972.8,65116.485748
2009-06-02,139766.47,138624.9,138092.99,138367.88,138058.88,139130.24,138001.5,139384.78,139812.0,65944.4027755
2009-06-03,135700.46,135868.88,136061.29,136556.99,137142.56,137372.97,136502.52,137389.44,137373.76,64750.8864563
2009-06-04,139270.9,138521.11,139947.57,138803.47,137404.44,137755.1,137319.21,136190.34,138141.2,64777.4145929
2009-06-05,137679.36,137414.07,136320.94,137525.82,138219.9,137890.48,138655.05,139315.12,137893.44,65534.0492457
2009-06-08,138031.2,138217.14,137937.6,138486.25,137852.52,137094.03,136094.08,136027.68,139552.11,64572.4872741
2009-06-09,139895.58,137759.96,138726.43,137897.36,137544.72,137756.64,137520.66,137661.12,138648.9,65290.7201158
2009-06-10,137773.52,137562.04,136788.3,137801.52,138948.48,137718.3,139486.05,137527.02,137304.16,65770.3862589
2009-06-11,140282.34,140539.75,138718.98,137873.78,138635.82,137789.52,139856.49,139269.62,137099.56,65866.2451591
2009-06-12,138242.61,139234.47,138937.5,139464.08,139163.1,138885.0,140301.63,137556.21,140162.63,65168.6317844
2009-06-15,135562.48,136006.99,134559.76,135820.4,136406.81,135792.0,135620.32,135041.48,136550.91,64787.4219669
2009-06-16,132319.46,132217.07,134002.62,132791.75,134107.32,135121.08,134585.0,135791.28,133421.15,64375.1716191
2009-06-17,134936.48,133940.66,132582.0,133860.0,134079.4,132654.72,132419.33,133213.22,135781.8,63016.9575359
2009-06-18,133346.52,133689.38,134981.7,134837.55,134262.0,135977.96,136903.2,135564.24,133814.0,63890.163549
2009-06-19,133633.92,133228.62,136900.05,133707.27,134752.41,133471.59,133276.08,133608.75,134721.08,63898.8321102
2009-06-22,129200.32,130507.74,126690.48,130347.4,130274.65,131657.83,131849.2,131199.67,130421.28,62444.5306137
2009-06-23,131379.64,130383.9,130674.5,130304.97,131160.82,130002.9,130886.4,129871.28,129513.64,61888.5575405
2009-06-24,129943.52,131604.3,131881.2,130190.76,131889.24,131678.91,131348.63,132329.37,131332.5,62455.1080125
2009-06-25,133903.12,133714.06,134705.88,134582.86,133387.8,133991.27,134821.85,134773.73,133795.2,62668.8850307
2009-06-26,133825.45,133369.98,134725.92,133066.92,133532.1,133827.33,133776.72,134669.9,133122.08,63243.4743613
2009-06-29,134964.39,134524.2,135819.72,134870.82,134340.47,134792.1,135413.9,135807.07,135245.06,63303.0117197
2009-06-30,132947.43,133530.95,133887.8,133295.52,133823.83,134067.0,135084.4,134462.36,134084.22,63883.769206
2009-07-01,134238.8,134163.37,134897.4,135244.96,135250.75,136293.02,136479.28,136121.94,135128.62,64393.0317701
2009-07-02,132037.5,131254.2,130079.88,132107.02,132401.4,131652.42,131225.12,132092.152,131675.59,62820.4638797
2009-07-06,131564.16,132837.44,131790.3,131731.82,130812.2,132301.1,132327.42,131955.75,130824.77,62034.2621239
2009-07-07,128405.42,129688.35,129077.04,127864.74,128233.85,129465.63,129548.64,130071.36,129008.88,62032.5091612
2009-07-08,128064.25,129108.0,127379.74,129345.3,130078.48,129808.0,128370.84,129150.78,129967.74,61442.8957993
2009-07-09,128998.2,129625.12,129349.92,129810.28,129666.4,128958.04,130398.52,129186.4,129719.37,61241.1585801
2009-07-10,129021.99,129991.68,128683.12,129894.62,129115.0,128316.28,129689.16,128017.74,128646.03,60971.3459278
2009-07-13,133932.06,132784.8,134067.12,132767.34,132280.77,130414.56,130828.6,130350.0,132064.8,61134.7413197
2009-07-14,132531.1,132238.48,133189.32,133181.82,133009.32,132788.34,133342.47,132441.0,134240.4,62560.522364
2009-07-15,136737.8,136221.8,137739.0,136203.21,136936.44,136225.87,136192.95,136801.68,136549.35,63985.3610178
